keyword,recent_freq,older_freq,growth_rate,is_emerging
lifelong,0.0036925917378259868,0.0001764602082230457,1992.5917378259865,True
footprint,0.0036925917378259868,0.0001764602082230457,1992.5917378259865,True
multimodal,0.03254096468959151,0.0015881418740074113,1948.9960766212785,True
intent,0.007154396492037849,0.0003529204164460914,1927.1982460189242,True
github,0.046388183706438955,0.002293982706899594,1922.1679774183813,True
gender,0.010385414262635588,0.0005293806246691371,1861.8047542118625,True
modalities,0.017309023771059313,0.0008823010411152286,1861.8047542118625,True
tumors,0.0034618047542118624,0.0001764602082230457,1861.804754211862,True
hypergraphs,0.0034618047542118624,0.0001764602082230457,1861.804754211862,True
surpassing,0.0034618047542118624,0.0001764602082230457,1861.804754211862,True
credit,0.0034618047542118624,0.0001764602082230457,1861.804754211862,True
shadow,0.006923609508423725,0.0003529204164460914,1861.804754211862,True
disruptions,0.0034618047542118624,0.0001764602082230457,1861.804754211862,True
floquet,0.0034618047542118624,0.0001764602082230457,1861.804754211862,True
standardized,0.0034618047542118624,0.0001764602082230457,1861.804754211862,True
modality,0.016385875836602816,0.0008823010411152286,1757.1751673205633,True
specular,0.0032310177705977385,0.0001764602082230457,1731.017770597738,True
ambiguous,0.0032310177705977385,0.0001764602082230457,1731.017770597738,True
depression,0.0032310177705977385,0.0001764602082230457,1731.017770597738,True
aided,0.00946226632817909,0.0005293806246691371,1687.4221093930303,True
counterfactual,0.00946226632817909,0.0005293806246691371,1687.4221093930303,True
robotic,0.012462497115162705,0.0007058408328921829,1665.6242787906763,True
tabular,0.006231248557581353,0.0003529204164460914,1665.6242787906763,True
tokens,0.01223171013154858,0.0007058408328921829,1632.927532887145,True
annotation,0.015231940918532194,0.0008823010411152286,1626.388183706439,True
inspiration,0.003000230786983614,0.0001764602082230457,1600.230786983614,True
flame,0.003000230786983614,0.0001764602082230457,1600.230786983614,True
panoramic,0.003000230786983614,0.0001764602082230457,1600.230786983614,True
interpretability,0.012000923147934456,0.0007058408328921829,1600.230786983614,True
extractor,0.003000230786983614,0.0001764602082230457,1600.230786983614,True
rating,0.003000230786983614,0.0001764602082230457,1600.230786983614,True
manipulator,0.003000230786983614,0.0001764602082230457,1600.230786983614,True
waiting,0.003000230786983614,0.0001764602082230457,1600.230786983614,True
showcase,0.006000461573967228,0.0003529204164460914,1600.230786983614,True
aligns,0.003000230786983614,0.0001764602082230457,1600.230786983614,True
adaptable,0.003000230786983614,0.0001764602082230457,1600.230786983614,True
join,0.003000230786983614,0.0001764602082230457,1600.230786983614,True
unsteady,0.003000230786983614,0.0001764602082230457,1600.230786983614,True
bert,0.009000692360950842,0.0005293806246691371,1600.2307869836138,True
unexplored,0.005769674590353104,0.0003529204164460914,1534.8372951765518,True
accessibility,0.005769674590353104,0.0003529204164460914,1534.8372951765518,True
respiratory,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
parking,0.0055388876067389795,0.0003529204164460914,1469.4438033694898,True
compliant,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
occlusion,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
customized,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
cardiovascular,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
reverberation,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
customer,0.0055388876067389795,0.0003529204164460914,1469.4438033694898,True
recommend,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
maker,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
compromised,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
grasping,0.0055388876067389795,0.0003529204164460914,1469.4438033694898,True
healthy,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
auditory,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
coco,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
synergistic,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
unnecessary,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
diode,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
profiling,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
inspire,0.0027694438033694898,0.0001764602082230457,1469.4438033694898,True
lora,0.0055388876067389795,0.0003529204164460914,1469.4438033694898,True
caption,0.0055388876067389795,0.0003529204164460914,1469.4438033694898,True
pruning,0.010846988229863836,0.0007058408328921829,1436.7470574659587,True
adaptability,0.008077544426494346,0.0005293806246691371,1425.8481421647818,True
trials,0.008077544426494346,0.0005293806246691371,1425.8481421647818,True
generalizability,0.005308100623124856,0.0003529204164460914,1404.0503115624279,True
integrates,0.015924301869374567,0.0010587612493382743,1404.0503115624279,True
enhancing,0.03161781675513501,0.0021175224986765486,1393.1513962612507,True
infection,0.007846757442880221,0.0005293806246691371,1382.2524809600739,True
instructions,0.007846757442880221,0.0005293806246691371,1382.2524809600739,True
robots,0.02607892914839603,0.0017646020822304571,1377.892914839603,True
leveraging,0.033464112624048005,0.002293982706899594,1358.7778941575389,True
resiliency,0.002538656819755366,0.0001764602082230457,1338.6568197553656,True
distill,0.002538656819755366,0.0001764602082230457,1338.6568197553656,True
immense,0.002538656819755366,0.0001764602082230457,1338.6568197553656,True
oversight,0.002538656819755366,0.0001764602082230457,1338.6568197553656,True
replay,0.002538656819755366,0.0001764602082230457,1338.6568197553656,True
roadmap,0.002538656819755366,0.0001764602082230457,1338.6568197553656,True
shield,0.002538656819755366,0.0001764602082230457,1338.6568197553656,True
catalysis,0.002538656819755366,0.0001764602082230457,1338.6568197553656,True
execute,0.002538656819755366,0.0001764602082230457,1338.6568197553656,True
movie,0.002538656819755366,0.0001764602082230457,1338.6568197553656,True
thrust,0.002538656819755366,0.0001764602082230457,1338.6568197553656,True
perceptron,0.002538656819755366,0.0001764602082230457,1338.6568197553656,True
mitigating,0.0073851834756519736,0.0005293806246691371,1295.0611585506576,True
pedestrian,0.0073851834756519736,0.0005293806246691371,1295.0611585506576,True
encoder,0.022155550426955918,0.0015881418740074113,1295.0611585506574,True
masking,0.004846526655896607,0.0003529204164460914,1273.2633279483036,True
mainstream,0.004846526655896607,0.0003529204164460914,1273.2633279483036,True
encoders,0.007154396492037849,0.0005293806246691371,1251.4654973459496,True
forgetting,0.007154396492037849,0.0005293806246691371,1251.4654973459496,True
weaknesses,0.007154396492037849,0.0005293806246691371,1251.4654973459496,True
continual,0.007154396492037849,0.0005293806246691371,1251.4654973459496,True
lightweight,0.011770136164320332,0.0008823010411152286,1234.0272328640663,True
skills,0.006923609508423725,0.0005293806246691371,1207.8698361412416,True
benefiting,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
bypass,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
hinders,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
ethical,0.004615739672282483,0.0003529204164460914,1207.8698361412414,True
puppet,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
house,0.004615739672282483,0.0003529204164460914,1207.8698361412414,True
menu,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
constellation,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
concurrently,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
prohibitively,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
toxic,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
slot,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
reinforce,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
adopts,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
encodings,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
counterfactuals,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
affective,0.004615739672282483,0.0003529204164460914,1207.8698361412414,True
anticipate,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
inquiry,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
oracles,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
shortcut,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
curriculum,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
microphones,0.0023078698361412415,0.0001764602082230457,1207.8698361412414,True
shaping,0.009000692360950842,0.0007058408328921829,1175.1730902377103,True
advancement,0.0066928225248096005,0.0005293806246691371,1164.2741749365334,True
pretrained,0.0066928225248096005,0.0005293806246691371,1164.2741749365334,True
tasks,0.1555504269559197,0.0123522145756132,1159.2918136559956,True
labor,0.0043849526886683594,0.0003529204164460914,1142.4763443341797,True
complexities,0.0043849526886683594,0.0003529204164460914,1142.4763443341797,True
routes,0.0043849526886683594,0.0003529204164460914,1142.4763443341797,True
vanilla,0.0043849526886683594,0.0003529204164460914,1142.4763443341797,True
emotions,0.0043849526886683594,0.0003529204164460914,1142.4763443341797,True
fmri,0.0043849526886683594,0.0003529204164460914,1142.4763443341797,True
bench,0.0043849526886683594,0.0003529204164460914,1142.4763443341797,True
patch,0.010846988229863836,0.0008823010411152286,1129.3976459727671,True
fairness,0.017309023771059313,0.0014116816657843657,1126.127971382414,True
generalizable,0.006462035541195477,0.0005293806246691371,1120.6785137318257,True
audio,0.027925225017309024,0.002293982706899594,1117.3250013314635,True
grounded,0.010616201246249712,0.0008823010411152286,1103.2402492499423,True
parallelized,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
vaccination,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
seamless,0.004154165705054235,0.0003529204164460914,1077.0828525271174,True
impressive,0.00830833141010847,0.0007058408328921829,1077.0828525271174,True
backbones,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
cables,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
aleatoric,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
learnt,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
terrain,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
sloshing,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
trustworthy,0.004154165705054235,0.0003529204164460914,1077.0828525271174,True
fostering,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
inevitable,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
biometric,0.004154165705054235,0.0003529204164460914,1077.0828525271174,True
lightning,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
annotators,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
digraphs,0.004154165705054235,0.0003529204164460914,1077.0828525271174,True
bidder,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
voxel,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
curation,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
neuroscience,0.004154165705054235,0.0003529204164460914,1077.0828525271174,True
submission,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
workloads,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
assembling,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
injecting,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
synergy,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
semimetal,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
ancilla,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
prismatic,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
senses,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
maritime,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
flakes,0.0020770828525271175,0.0001764602082230457,1077.0828525271174,True
safety,0.03715670436187399,0.0031762837480148226,1069.8169089929993,True
pathways,0.006000461573967228,0.0005293806246691371,1033.4871913224094,True
gaia,0.009923840295407339,0.0008823010411152286,1024.7680590814678,True
diverse,0.0553888760673898,0.0049408858302452795,1021.0312881210642,True
ensuring,0.017770597738287562,0.0015881418740074113,1018.9553042541734,True
sustained,0.003923378721440111,0.0003529204164460914,1011.6893607200552,True
flexibly,0.003923378721440111,0.0003529204164460914,1011.6893607200552,True
hindered,0.003923378721440111,0.0003529204164460914,1011.6893607200552,True
twins,0.003923378721440111,0.0003529204164460914,1011.6893607200552,True
clinically,0.003923378721440111,0.0003529204164460914,1011.6893607200552,True
tackling,0.003923378721440111,0.0003529204164460914,1011.6893607200552,True
women,0.007846757442880221,0.0007058408328921829,1011.6893607200552,True
banks,0.003923378721440111,0.0003529204164460914,1011.6893607200552,True
neuromorphic,0.003923378721440111,0.0003529204164460914,1011.6893607200552,True
cancer,0.013616432033233325,0.0012352214575613199,1002.3474333190466,True
language,0.16547426725132702,0.015175577907181931,990.3984564107793,True
hate,0.005769674590353104,0.0005293806246691371,989.8915301177012,True
priority,0.005769674590353104,0.0005293806246691371,989.8915301177012,True
python,0.013385645049619201,0.0012352214575613199,983.6635785170288,True
foundation,0.0210016155088853,0.0019410622904535027,981.9650462623,True
boost,0.007615970459266097,0.0007058408328921829,978.9926148165241,True
benchmarking,0.011308562197092083,0.0010587612493382743,968.0936995153471,True
decoder,0.01500115393491807,0.0014116816657843657,962.6442418647587,True
drug,0.01500115393491807,0.0014116816657843657,962.6442418647587,True
dictionary,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
tadpole,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
rewiring,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
mine,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
swimmers,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
chronic,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
resorting,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
utilities,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
eavesdropper,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
incurring,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
uhlmann,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
viral,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
deception,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
talking,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
corruption,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
relied,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
notations,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
ignores,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
tips,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
hofstadter,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
biomarker,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
forget,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
fuels,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
bots,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
qudits,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
digit,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
click,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
alters,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
empowering,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
auction,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
landmark,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
splashback,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
allocate,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
convey,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
dropped,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
yoga,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
dataflow,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
expressiveness,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
resnet,0.0036925917378259868,0.0003529204164460914,946.2958689129935,True
reconstructs,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
unitarily,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
obfuscation,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
consuming,0.0073851834756519736,0.0007058408328921829,946.2958689129935,True
runaway,0.0036925917378259868,0.0003529204164460914,946.2958689129935,True
industries,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
automate,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
sending,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
recordings,0.0036925917378259868,0.0003529204164460914,946.2958689129935,True
dissertation,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
priorities,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
pickup,0.0018462958689129934,0.0001764602082230457,946.2958689129935,True
prone,0.0055388876067389795,0.0005293806246691371,946.2958689129932,True
intervention,0.0055388876067389795,0.0005293806246691371,946.2958689129932,True
imitation,0.009231479344564966,0.0008823010411152286,946.2958689129932,True
augmentation,0.022155550426955918,0.0021175224986765486,946.2958689129932,True
commerce,0.0055388876067389795,0.0005293806246691371,946.2958689129932,True
forecasting,0.016385875836602816,0.0015881418740074113,931.7639818447573,True
patient,0.010846988229863836,0.0010587612493382743,924.4980383106392,True
radar,0.015924301869374567,0.0015881418740074113,902.7002077082853,True
interventions,0.005308100623124856,0.0005293806246691371,902.7002077082853,True
overfitting,0.005308100623124856,0.0005293806246691371,902.7002077082853,True
lidar,0.008769905377336719,0.0008823010411152286,893.9810754673438,True
costly,0.008769905377336719,0.0008823010411152286,893.9810754673438,True
modal,0.026309716132010153,0.0026469031233456856,893.9810754673434,True
inaccurate,0.0034618047542118624,0.0003529204164460914,880.9023771059312,True
weather,0.006923609508423725,0.0007058408328921829,880.9023771059312,True
perceptions,0.0034618047542118624,0.0003529204164460914,880.9023771059312,True
planning,0.0343872605585045,0.0035292041644609143,874.363027925225,True
vision,0.054696515116547426,0.005646726663137463,868.6410973921069,True
establishes,0.008539118393722595,0.0008823010411152286,867.8236787445188,True
medical,0.0477729056081237,0.0049408858302452795,866.889486004418,True
aware,0.035541195476575124,0.0037056643726839597,859.1045465035772,True
repository,0.005077313639510732,0.0005293806246691371,859.1045465035771,True
hyperparameters,0.005077313639510732,0.0005293806246691371,859.1045465035771,True
mnist,0.005077313639510732,0.0005293806246691371,859.1045465035771,True
vehicle,0.020078467574428802,0.0021175224986765486,848.2056312024001,True
backbone,0.0066928225248096005,0.0007058408328921829,848.2056312024001,True
preferences,0.016385875836602816,0.0017646020822304571,828.5875836602814,True
benchmarks,0.03254096468959151,0.0035292041644609143,822.0482344795753,True
trained,0.08262174013385645,0.008999470619375331,818.0733359579696,True
baselines,0.0210016155088853,0.002293982706899594,815.5088852988692,True
latin,0.0032310177705977385,0.0003529204164460914,815.508885298869,True
monolingual,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
experiences,0.006462035541195477,0.0007058408328921829,815.508885298869,True
fraud,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
dexterous,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
persons,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
overlooking,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
accomplish,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
payment,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
dall,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
noncausal,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
foils,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
frbs,0.0032310177705977385,0.0003529204164460914,815.508885298869,True
garnered,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
gama,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
blueprint,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
quantiles,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
textsc,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
malignant,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
toxicity,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
tightness,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
printing,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
assortativity,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
forwarding,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
instruction,0.009693053311793215,0.0010587612493382743,815.508885298869,True
spotting,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
diagnose,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
histology,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
inappropriate,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
countermeasures,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
moderation,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
astrometry,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
lucas,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
honest,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
uncovered,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
restore,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
standalone,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
narratives,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
fueled,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
allocating,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
renewable,0.0032310177705977385,0.0003529204164460914,815.508885298869,True
enablers,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
marketing,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
blockchain,0.011308562197092083,0.0012352214575613199,815.508885298869,True
macromolecular,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
abnormality,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
configurable,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
monetary,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
hurewicz,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
downscaling,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
bridging,0.004846526655896607,0.0005293806246691371,815.508885298869,True
actionable,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
passed,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
detachment,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
necessitating,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
grant,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
spacer,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
highlighting,0.012924071082390954,0.0014116816657843657,815.508885298869,True
diminishing,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
differentiability,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
rendered,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
reformulate,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
prospect,0.0032310177705977385,0.0003529204164460914,815.508885298869,True
approximants,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
surge,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
conv,0.0016155088852988692,0.0001764602082230457,815.508885298869,True
textual,0.015924301869374567,0.0017646020822304571,802.4301869374566,True
adapting,0.007846757442880221,0.0008823010411152286,789.3514885760443,True
capabilities,0.042234018001384724,0.004764425622022234,786.4451111623971,True
demographic,0.004615739672282483,0.0005293806246691371,771.913224094161,True
principled,0.004615739672282483,0.0005293806246691371,771.913224094161,True
attacker,0.004615739672282483,0.0005293806246691371,771.913224094161,True
conditioning,0.004615739672282483,0.0005293806246691371,771.913224094161,True
overhead,0.01223171013154858,0.0014116816657843657,766.4637664435725,True
adaptation,0.03207939072236326,0.0037056643726839597,765.6852724934885,True
superiority,0.010616201246249712,0.0012352214575613199,759.4573208928159,True
reasoning,0.04661897069005308,0.005470266454914417,752.2248609694543,True
trip,0.003000230786983614,0.0003529204164460914,750.1153934918069,True
fish,0.003000230786983614,0.0003529204164460914,750.1153934918069,True
glow,0.003000230786983614,0.0003529204164460914,750.1153934918069,True
gaming,0.003000230786983614,0.0003529204164460914,750.1153934918069,True
automaton,0.003000230786983614,0.0003529204164460914,750.1153934918069,True
delivers,0.003000230786983614,0.0003529204164460914,750.1153934918069,True
subhaloes,0.003000230786983614,0.0003529204164460914,750.1153934918069,True
unmanned,0.003000230786983614,0.0003529204164460914,750.1153934918069,True
hyperparameter,0.003000230786983614,0.0003529204164460914,750.1153934918069,True
